"Data Broker Name","Email Address","Website URL","Physical Address","How a consumer may opt out of sale or submit requests under the CCPA","How a protected individual can demand deletion of information posted online under Gov. Code sections 6208.1(b) or 6254.21(c)(1)","Additional information about data collecting practices","Date Added"
"One Model, Inc.","privacy [at] onemodel.co","https://www.onemodel.co/lmi","8208 Kirkwall Cove, Austin, TX 78749, United States","via form on our website (https://www.onemodel.co/ccpa-consumer-rights-request-form) or by emailing privacy@onemodel.co","via form on our website (https://www.onemodel.co/ccpa-consumer-rights-request-form) or by emailing privacy@onemodel.co","We provide a chart summarizing the personal data collect in our privacy policy for our Labor Market Intel product. That chart can be found on this page:  https://www.onemodel.co/privacy-policy-lmi","10/14/2021"
"IDM, Inc.","info [at] idm.us.com","https://idm.us.com","11654 Plaza America Drive #858, Reston, VA 20190, United States","A consumer my opt-out via our website by using the ""Do Not Sell My Personal Information"" link or contacting us via email at ccpa@idm.us.com.  This is referenced in our Privacy Policy on the website.","We do not post anything online for our customers.  We are in the Direct Mail business.  If a protected individual wanted to be removed from any of our data sources, then they may opt-out via our website by using the ""Do Not Sell My Personal Information"" link or contacting us via email at ccpa@idm.us.com.  This is referenced in our Privacy Policy on the website.","We are a data brokerage company and acquire data from many other data source providers.  We do not explicitly capture consumer data via our website or any other platforms.","10/13/2021"
"M&R Strategic Services","privacy [at] mrss.com","http://www.mrss.com","1101 Connecticut Ave NW, 7th Floor, Washington, DC 20036, United States","Consumers may opt out of the “sale” of their personal information by visiting https://docs.google.com/forms/d/e/1FAIpQLSefr7ccty1bMZza8chUgLe0eWktBpQ_wGhzFpzeUupGlna3CA/viewform and submitting their request. Consumers may submit other types of CCPA requests by emailing us at privacy@mrss.com.","M+R does not publicly post online the telephone number or address information of individuals; as such, these laws do not apply. Consumers may submit CCPA deletion requests by emailing us at privacy@mrss.com.","For more information about our data collection and privacy practices, please visit our Privacy Policy at https://www.mrss.com/privacy-policy/","10/15/2021"
"MatchAndAppend.com LLC","info [at] matchandappend.com","http://www.matchandappend.com","16125 Zagros Way, Austin, TX 78738, United States","Consumers may contact us at privacy@matchandappend.com or use the links on our website https://www.matchandappend.com., , Access, Deletion and Do Not Sell Right, , Under the CCPA, California consumers have the right to:, •	Request that a business that collects a consumer's personal data disclose the categories and specific pieces of personal data that a business has collected about consumers., , •	Request that a business delete any personal data about the consumer that a business has collected., , •	Request that a business that sells a consumer's personal data, not sell the consumer's personal data., If you make a request, we have one month to respond to you. If you would like to exercise any of these rights, please contact us using the link to Do Not Sell My Data. (https://www.matchandappend.com/do-not-sell-my-data/)","Consumers may contact us at privacy@matchandappend.com or use the links on our website https://www.matchandappend.com, , An individual has the right to request that Match and Append unpublish, remove, or make unavailable to third parties any information about him or her from the Databases or disconnect a link to another site. , , If you make a request, we have one month to respond to you. If you would like to exercise any of these rights, please contact us using the link to Unsubscribe. (https://www.matchandappend.com/unsubscribe/)","Please visit our privacy policy at https://matchandappend.com/privacy-policy-3/ for additional information about data collecting practices.","10/20/2021"
"Customer Communications Group, Inc.","ccgprivacy [at] customer.com","http://www.customer.com","12081 W. Alameda Parkway, #500, Lakewood, CO 80228, United States","From our Website:, , How You Can Opt Out, You can make the following choices to opt out of certain activities regarding your personal information:, , 1. Promotional emails or mailers. You can stop receiving promotional emails by clicking the “unsubscribe” links in the emails or by contacting us as described below. You can stop receiving promotional mailings by contacting us using this request form., 2. Do not track. Some web browsers and devices permit you to broadcast a preference that you not be “tracked” online. At this time, we do not modify your experience based upon whether such a signal is broadcast, except as required by law., 3. Right to opt out of disclosure of personal information for valuable consideration. To the extent CCG sells any of your personal information, if you are 16 years of age or older, you have the right to direct us to not sell your personal information at any time. We do not sell the personal information of consumers we actually know are less than 16 years of age, unless we receive affirmative authorization from the consumer who is between 13 and 16 years of age. Consumers who opt in to personal information sales may opt out of future sales at any time. To exercise the right to opt out, you (or your authorized representative) may submit a request to us by contacting us as described below. Once you make an opt-out request, we will wait at least twelve (12) months before asking you to reauthorize personal information sales. However, you may change your mind and opt back in to personal information sales at any time by contacting us as described below. We will only use personal information provided in an opt-out request to review and comply with the request., 4. Notice of disclosure for direct marketing. Under California Civil Code sections 1798.83-1798.84, California residents who have an established business relationship with us are entitled to ask us for a notice describing what categories of personal information we share with third parties for their direct marketing purposes. This notice will identify the categories of information shared with third parties and will include a list of the third parties with which it is shared, along with their names and address. If you are a California resident and would like a copy of this notice, please submit a written request to us at the address listed below., 5. Automated decision making. CCG does not employ automated decision-making techniques such as machine learning or artificial intelligence., ","Email ccgprivacy@customer.com","From our website:, , Sources of Personal Information, We obtain the categories of personal information listed above from the following sources:, , Personal information obtained from third parties – CCG may obtain or receive personal information about you from other third-party sources. For example, we receive personal information from our business partners., Personal information obtained by observation of real estate advertising on the internet., ","10/22/2021"
"Onemata Corporation","privacy [at] onemata.com","http://onemata.com","2420 W 26th Ave, Suite 500D, Denver, CO 80211, United States","Consumers may opt out of the sale of their personal information by clicking on the ""Do Not Sell My Personal Information"" link at the bottom of our website and completing the online form. Consumers may also submit requests under the CCPA by completing the online form provided on our website (https://www.onemata.com/do-not-sell-my-personal-info), by calling us at our toll-free telephone number (833) 663-6282, or by emailing privacy@onemata.com","Onemata does not post personal information online. A consumer can request Onemata delete the personal information we have collected on that consumer by completing the online form provided on our website (https://www.onemata.com/do-not-sell-my-personal-info), by calling us at our toll-free telephone number (833) 663-6282, or by emailing privacy@onemata.com ","","10/21/2021"
"Perf Labs, Inc. d/b/a Interseller","privacy [at] interseller.io","https://www.interseller.io","245 8th Ave #1094, New York, NY 10011, United States","https://www.interseller.io/do-not-sell","https://www.interseller.io/do-not-sell","","10/27/2021"
"Sterling Data Company LLC","info [at] sterlingstrategies.co","http://www.sterlingstrategies.co","3407 Tulane Dr, Apt #12, Adelphi, MD 20783, United States","We provide a form on our website, found after our website's privacy policy, (the form and the policy are both directly accessible via hyperlink on a conspicuous banner located at the bottom of each page of the website), which allows anyone to request an opt-out of whatever they request to be opt-ed out of. California residents (as defined in relation to the CCPA) are informed of their CCPA-given rights for opting-out and conducting other actions/exercising rights in relation to their personal information under the CCPA. This is in the final part of our privacy policy, which is just prior to the form, both of which are on the same page. Additionally just prior to the form we also provide an email address for anyone to ask questions or otherwise contact us. In all requests, we would first verify the identity of the requesting person, and may verify their state/jurisdiction as well, before carrying out the request. Consumers are notified of this prior to filling out the form. At present, we DO NOT sell any personal information (as defined under the CCPA) that we may collect through or during a consumer's access or use of our website. ","We do not currently publicly post/display information that would qualify under either Section 6208.1(b) or Section 6254.21(c)(1). However, if a protected individual under either Section wished to make a request that any such information be removed/deleted, they may do so using the same form as referred to above (the form which is found after our privacy policy, hyper-link accessed by a conspicuous banner at the bottom of each webpage). ","","11/17/2021"
"Institutional Shareholder Services Inc.","dataprotectionofficer [at] issgovernance.com","http://www.issgovernance.com","702 King Farm Boulevard, Suite 400, Rockville, MD 20850, United States","","","","12/01/2021"
"Cognism","policy [at] cognism.com","https://www.cognism.com/","1209 Orange Street, Wilmington, DE 19801, United States","A consumer may opt out of sale or submit requests under the CCPA by getting in contact with us either by email, to policy@cognism.com; by phone, by calling our toll free number; or by using our online opt out form. All information and details are available in our privacy policy, in the following link (Section 14 addresses the California Resident & CCPA Section): https://www.cognism.com/privacy-policy. ","A protected individual can demand deletion of their personal information by filling out the Data Opt-Out form, available at: https://www.cognism.com/data-opt-out. They can also request deletion by getting in contact with us and passing their request by email, to policy@cognism.com; or by phone, by calling our toll free number. Details are available in our privacy policy: https://www.cognism.com/privacy-policy. ","Our data collection and management practices can be found at the following link: https://www.cognism.com/privacy-policy","12/02/2021"
"Demand Science Group, LLC","dataprivacy [at] demandscience.com","https://demandscience.com/","222 Rosewood Drive, Danvers, MA 01923, United States","Consumers may opt out or submit requests through our privacy policy:  https://demandscience.com/privacy-policy/","Consumers may request deletion of information through our privacy policy: https://demandscience.com/privacy-policy/","Additional information about data collection practices can be located in our privacy policy: https://demandscience.com/privacy-policy/","12/02/2021"
"Reveal Mobile","privacy [at] revealmobile.com","https://revealmobile.com/","3344 Hillsborough St, Suite 200, Raleigh, NC 27607, United States","https://revealmobile.com/ccpa/","https://revealmobile.com/ccpa/","https://revealmobile.com/privacy","12/10/2021"
"Alphonso Inc.","general.counsel [at] alphonso.tv","http://www.alphonso.tv","211 Hope Street, Suite 390905, Mountain View, CA 94041, United States","Consumers are able to opt out by clicking the ""Do Not Sell My Info"" link on our website, or through our privacy center (https://alphonso.tv/privacy/ccpa/).  Both of these methods lead to our Do Not Sell form, available at https://choice.alphonso.tv/donotsell.","Consumers are able to request data deletion through our privacy center (https://alphonso.tv/privacy/ccpa/) which will then lead them to the specific request form available at https://choice.alphonso.tv/otherccparequests.","Alphonso collects television viewing information through various Smart TVs.   The collection personal information is limited to IP Addresses.","02/07/2022"
"Abalta Technologies Inc.","privacy [at] abaltatech.com","https://www.abaltatech.com/","1350 Bayshore Highway, Suite 345, Burlingame, CA 94010, United States","A consumer can contact us in the following methods: By email: privacy@abaltatech.com, by visiting this page on our website: https://www.abaltatech.com/contact-us, by toll-free telephone number: 877.624.9471, or by mail: 1350 Bayshore Highway, Suite 580, Burlingame, CA 94010","A consumer can contact us in the following methods: By email: privacy@abaltatech.com, by visiting this page on our website: https://www.abaltatech.com/contact-us, by toll-free telephone number: 877.624.9471, or by mail: 1350 Bayshore Highway, Suite 580, Burlingame, CA 94010","Please refer to our CCPA compliant Privacy Policy: https://www.abaltatech.com/privacy","01/07/2022"
"Disqus, Inc.","privacy [at] disqus.com","http://www.disqus.com","3 Park Ave., 33rd Floor, New York, NY 10016-4325, United States","Via the Disqus home page (www.disqus.com) or its published privacy policy (https://help.disqus.com/en/articles/1717103-disqus-privacy-policy).","Via the Disqus published privacy policy (https://help.disqus.com/en/articles/1717103-disqus-privacy-policy)","Disqus is an online commenting platform where users register and then provide publicly-available online comments.  Users can delete their accounts at any time.","01/06/2022"
"Accenture LLP","Regulatory.Licenses [at] accenture.com","https://www.accenture.com/us-en","161 N. Clark Street, Chicago, IL 60601, United States","California consumers may opt out of the sale of their personal information directly through the following link:  https://www.accenture.com/us-en/form-do-not-sell-my-personal-information. California consumers may exercise their opt out of sale and all other rights as described in Accenture’s California Privacy Statement:  https://www.accenture.com/us-en/about/privacy-policy#accenture-privacy-statement-california-residents. It provides detailed information about the rights of the consumer and instructions how to exercise those rights.","Not applicable since Accenture LLP does not publicly post online the telephone number or address information of individuals.","Accenture processes information about California consumers in accordance with Accenture’s California PrivacyStatement:, https://www.accenture.com/us-en/about/privacy-policy#accenture-privacy-statement-california-residents., ","01/12/2022"
"Nexsales Solutions Inc.","privacy [at] nexsales.com","https://www.nexsales.com","20660 Stevens Creek Blvd. #129,, Cupertino, CA 95014, United States","Nexsales Privacy Policy at https://nexsales.com/privacy-policy/ details the various rights and OPT-OUT mechanisms that our users have under CCPA., , A data subject can request for opt of sale or submit request under CCPA by writing to privacy@nexsales.com., , With every email we send, we have a message at the bottom of the email with an Unsubscribe link.","Nexsales Privacy Policy at https://nexsales.com/privacy-policy/ details the various rights and OPT-OUT mechanisms that our users have under CCPA., , A data subject can request for opt of sale or submit request under CCPA by writing to privacy@nexsales.com., , As per CCPA, mechanisms have been provided to a data subject for:  , •	Right to opt out, •	Right to notice (also known as right to be informed) , •	Right to disclosure , •	Right to deletion , •	Right to equal services and prices, ","Nexsales provides customers with names, titles, and business contact information to help them identify and engage with other businesses (B2B data). We derive our core business contact database from publicly-available sources (e.g. company websites, social media) and sometimes email addresses deduced by our systems based on corporate email patterns (e.g., first.last@company.com). Nexsales does not provide individual consumer contact information or process sensitive personal data.","01/18/2022"
"Equation Consulting LLC","equation [at] nThrive.com","http://www.nthrive.com","200 North Point Center East Suite 400, Alpharetta, GA 30022, United States","Send an email to equation@nThrive.com for all opt out requests.","Send an email to equation@nThrive.com for all opt out requests.","","01/11/2022"
"TSG Holdco LLC","tsg [at] nThrive.com","http://www.nthrive.com","200 North Point Center East Suite 400, Alpharetta, GA 30022, United States","Send an email to tsg@nthrive.com to opt out","Send an email to tsg@nthrive.com to opt out","","01/11/2022"
"Aspire North","privacy [at] aspire-north.com","https://www.aspire-north.com","7490 Golden Triangle Dr, Eden Prairie, MN 55344, United States","The Aspire North website has dedicated pages for consumer requests for opt out of sale:, , https://www.aspire-north.com/do-not-sell-my-personal-information--out-out-request-form.html, , as well as request what information is available about them as individuals or consumers here:, , https://www.aspire-north.com/privacy-rights-addendum-for-california-residents.html, ","The Aspire North website provides information for individuals to demand deletion of their information here:, , https://www.aspire-north.com/privacy-rights-addendum-for-california-residents.html, , ","As a service provider Aspire North does not collect data, but if it occurs, any practices can be found online here:, , https://www.aspire-north.com/privacy-rights-addendum-for-california-residents.html, ","01/13/2022"
"Catalyze AI, Inc","privacy [at] catalyzeai.com","http://www.catalyzeai.com","1925 Century Park E Suite 1700, Los Angeles, CA 90067, United States","A consumer may opt out with a Do Not Sell My Info button at the bottom of our website.","A consumer may demand deletion of informatin with a Do Not Sell My Info button at the bottom of our website.","We plug into several data providers (Experian, etc). We have made sure that they all have 100% legal practices in this data collection. ","01/25/2022"
"YouVisit, LLC","legal [at] eab.com","http://www.eab.com","2445 M Street NW, Washington, DC 20037, United States","Completing a webform available within our online privacy page, and honoring all opt-out requests sent to EAB by collectors of the data.","Completing a webform available within our online privacy page, and honoring all deletion requests sent to EAB by collectors of the data.","","01/13/2022"
"TransUnion Healthcare","tuhc [at] nThrive.com","http://www.nthrive.com","200 North Point Center East Suite 400, Alpharetta, GA 30022, United States","send an email to tuhc@nthrive.com to opt-out.","send an email to tuhc@nthrive.com to demand deletion of information.","","01/18/2022"
"DeepPod","discover [at] deeppod.ai","http://DeepPod.ai","250 Treeline park 1209, San Antonio, TX 78209, United States","Please mail requests to , , Attn: DeepPod Privacy Request, 989 S Santa Fe Ave, Los Angeles, CA 90021, , Or email, , Discover@deeppod.ai","Please request deletion via email or via USPS mail , , Email discover@deeppod.ai , Subject: CCPA Privacy Request","","01/26/2022"
"Decide Technologies Inc.","privacy [at] decide.co","http://decide.co","1314 Washington Avenue, St. Louis, MO 63103, United States","Via telephone at (800) 560-3603, and/or via our website through direct link in the Privacy Policy.","Via telephone at (800) 560-3603, and/or via our website through direct link in the Privacy Policy.","Decide Technologies, fka LockerDome, has developed an advertising platform that provides digital advertising placement, optimization, and analytics to its customers. The Company works with advertisers to distribute their ads across the Company's publisher network. The Company's proprietary machine learning technology, the Decision Marketplace(sm), automates and optimizes ad placement and impression pricing decisions to improve performance and financial outcomes for the Company and its partners.  The Company does not sell data to third-parties.","01/21/2022"
"The Open Data People, Inc. DBA openpeoplesearch.com","info [at] openpeoplesearch.com","http://openpeoplesearch.com","32605 Temecula Pkwy 216, Temecula, CA 92592, United States","Go to openpeoplesearch.com, scroll to the page bottom and click Do Not Sell My Personal Information (CA Residents Only).","Go to openpeoplesearch.com, scroll to the page bottom and click Remove My Info.","All data collected and stored is public data. We allow anyone to remove their information. ","01/27/2022"
"GumGum Inc.","dataprivacy [at] gumgum.com","https://gumgum.com/","1314 7th St., 4th Floor, Santa Monica, CA 90401, United States","Opt-out” form and button located within Terms & Policies on website, as well as OneTrust ""Do not sell"" button leading to a subject access form.","We have an opt-out phone number 1-866-I-OPT-OUT Service # 319 where requests can be left, as well as a direct email account (dataprivacy@gumgum.com), and a OneTrust ""Do not sell"" button leading to a subject access form.","Our opt-out page reads as follows:, At GumGum, we believe in making advertising as relevant and engaging as possible to enhance your experience across our premium platform. In order to do this, we use cookies to collect non-personally identifiable information about the pages you visit on the partner websites in which GumGum is enabled., , We also respect your privacy. If you prefer we do not use this type of log data for serving ads that are more relevant to your interests, please click the “opt-out” button below. Selecting this option lets us know not to use information about your web browsing behavior for ad targeting (also known as ‘behavioral advertising’)., , By choosing to “opt-out”, you are opting out of the behavioral targeting. This means you will still receive GumGum ads, they will just not be specifically targeted to you/your interests.","01/25/2022"
"Famous Birthdays, LLC","info [at] famousbirthdays.com","http://famousbirthdays.com","2800 28th street #308, Santa Monica, CA 90405, United States","Consumers may submit any CCPA request, including requests to opt out of the sale of their personal information, by completing the contact form at  https://www.famousbirthdays.com/contact or by submitting a written request to:, , Famous Birthdays, ATTN: Privacy Requests, 2800 28th street #308, Santa Monica, CA 90405","Consumers may send their written request to:, , Famous Birthdays, ATTN: Privacy Requests, 2800 28th street #308, Santa Monica, CA 90405","","01/26/2022"
"Bureau van Dijk Electronic Publishing Ltd.","privacy [at] bvdinfo.com","https://www.bvdinfo.com/en-us/","1 Canada Square, Canary Wharf, London, E14 5FA, United Kingdom","https://www.bvdinfo.com/en-gb/legal/personal-data-request-form","https://www.bvdinfo.com/en-gb/legal/personal-data-request-form","","02/08/2022"
"Catylist Real Estate Software, Inc.","hello [at] catylist.com","https://www.catylist.com/","1209 Orange Street, Wilmington, DE 19801, United States","Please see https://www.commercialexchange.com/privacy and https://www.catylist.com/privacy/","Please see https://www.commercialexchange.com/privacy and https://www.catylist.com/privacy/","Please see https://www.commercialexchange.com/privacy and https://www.catylist.com/privacy/","02/08/2022"
"Client Connect LLC","team [at] clientconnect.ai","https://clientconnect.ai","1700 Van Ness Ave. #1062, San Francisco, CA 94109, United States","California consumers may opt out of the sale of their personal information directly by 1 of 3 methods: , , 1) Clicking the ""opt-out"" button in the email that was sent to them at the time we obtained their email address. , 2) Filling out a contact form on our website at https://clientconnect.ai/contact., 3) Requesting opt-out by sending an email to team@clientconnect.ai. , , California consumers may exercise their opt out of sale and all other rights as described in Client Connect's California Privacy Statement: https://clientconnect.ai/notice-to-california-residents/. It provides detailed information about the rights of the consumer and instructions how to exercise those rights., , ","Not applicable since Client Connect LLC does not publicly post online the telephone number or address information of individuals.","Client Connect LLC processes information about California consumers in accordance with Client Connect LLC's California Privacy Statement:, https://clientconnect.ai/notice-to-california-residents/. ","01/26/2022"
"BTRS Holdings Inc with its covered entity, Factor Systems, LLC d/b/a Billtrust","privacy [at] billtrust.com","http://www.billtrust.com","1009 Lenox Drive Suite 101, Lawrenceville, NJ 08648, United States","A sole proprietor whose personal information we sell in the context of our credit application or credit management products may submit a request to opt out of sale of their personal information by filling out the form accessible at https://www.billtrust.com/do-not-sell-my-information/","Factor Systems, Inc. does not knowingly and intentionally publicly post or publicly display on the Internet the home address, home telephone number, or image of any protected individuals by Gov. Code sections 6208.1(b) or 6254.21(c)(1). Should an individual need to demand deletion of their information for any reason, they can request it by using the contact details provided at: https://www.billtrust.com/privacy-policy/#contact ","The Company offers a platform that delivers business credit information to allow businesses to make informed credit decisions in a secure controlled environment. The Company obtains credit information by combining news, credit bureau data, financials, filings, news, with trade payments and instant peer references into one integrated platform. Subscribers to the service voluntarily submit to the Company information such as credit references, comments, trade accounts, receivables payment and detailed transaction data. They grant the Company a worldwide license to sell, display and distribute (inclusive to other globally recognized credit reporting bureaus), reproduce, reformat, combine with other data and use such Content in the products, services or data that we license, sell and/or provide to others. Documents, financials, etc., that subscribers upload to their private Virtual Credit File are confidential to the subscriber. The information that the Company compiles in the credit files (such as the information provided by credit bureaus) is subsequently made available to other customers of the Company. Since the Company does not always have a direct relationship with the customers of the subscribers, which can be sole proprietors at times, their personal information may be shared. ","01/27/2022"
"The Bridge Corp","accounting [at] thebridgecorp.com","https://www.thebridgecorp.com/","140 E RIDGEWOOD AVENUE, SUITE 415 - SOUTH TOWER, PARAMUS, NJ 07652, United States","","","","01/26/2022"
"Regulatory DataCorp, Inc.","privacy [at] bvdinfo.com ","https://www.bvdinfo.com/en-us/","211 S. Gulph Road #125, King of Prussia, PA 19406, United States","https://www.bvdinfo.com/en-gb/rdc-product-privacy-notice","https://www.bvdinfo.com/en-gb/rdc-product-privacy-notice","https://www.bvdinfo.com/en-gb/rdc-product-privacy-notice","02/08/2022"
"Acquire Media U.S., LLC","newsedgesupport [at] moodys.com","https://newsedge.com/","Corporation TrustCenter, 1209 Orange Street, Wilmington, DE 19801, United States","https://newsedge.com/privacy_policy/","https://newsedge.com/privacy_policy/","https://newsedge.com/privacy_policy/","02/08/2022"
"Tunnl, LLC","info [at] tunnldata.com","https://www.tunnldata.com/","3100 Clarendon Boulevard, Suite 900, Arlington, VA 22201, United States","Consumers may opt out of the sale of their personal information by providing their full name, physical address, and telephone number either by email at ccpa.optout@tunnldata.com or by calling our dedicated toll-free number at 1-866-498-2784., , Consumers may submit requests for information under the CCPA by providing their full name, physical address, and telephone number either by email at ccpa.information@tunnldata.com or by calling our dedicated toll-free number 1-866-498-2784., ","We do not post or publicly display personal information of consumers., , Deletion requests can be submitted to ccpa.information@tunnldata.com or by calling our dedicated toll-free number 1-866-498-2784.","Individuals can obtain more information regarding our data collecting practices on our website:, , https://www.tunnldata.com/privacy-policy, https://www.tunnldata.com/ccpa, ","01/28/2022"
"Kyber Health Data LLC","KyberCCPA [at] cowen.com","https://www.cowen.com/capabilities/kyber-data/","599 Lexington Avenue, 20th Floor, New York, NY 10022, United States","Consumers may submit requests to opt-out of a ""sale"" here: https://www.cowen.com/kyber-data-science-disclosures/do-not-sell-my-information-request-form/ and may submit requests under the CCPA to KyberCCPA@cowen.com or by calling 800-648-1158.","Not applicable. Kyber Health Data LLC does not post this type of information online.","Certain of Kyber Health Data LLC’s data products include limited personal information related to professional activities of health care providers who reside in California. Kyber does not meet the definition of a “data broker” as it pertains to information about other California residents, including patients. More information is available here: https://www.cowen.com/kyber-data-science-disclosures/kyber-privacy-supplement/.","01/28/2022"
"FullContact","Privacy [at] fullcontact.com","https://www.fullcontact.com/","Suite 3-163; Circa Building, 1615 Platte St, Denver, CO 80202, United States","Consumers can opt out of sale or submit requests under the CCPA via our website at https://platform.fullcontact.com/claim.  Consumers can also opt out by emailing privacy@fullcontact.com","FullContact does not have a platform that allows information to be posted online","FullContact complete privacy policy can be found here https://www.fullcontact.com/privacy/ , ","01/28/2022"
"Roq.ad Inc","privacy [at] roq.ad","http://roq.ad","TaubenStrasse 26, 10117 Berlin, Germany","consumer may opt out one of many industry standards tools, from regulators body, such as network advertising initiative. https://thenai.org/opt-out/, the can also opt out from the Roq.ad website.   https://www.roq.ad/white-papers/#optout, ","any protected individual,  may demand deletion of information posted online, following the direction in the Roq.ad privacy. ,  https://www.roq.ad/privacy-policy-roqad/, ","Roq.ad collect data, from other data brokers and translate into our cross device identity. ","02/01/2022"
"Fraiser LLC","privacy [at] fraiser.org","http://www.fraiser.org","80 M Street, Southeast, c/o Fraiser, Washington, DC 20003, United States","Consumers may manage their data management preferences through Fraiser’s comprehensive privacy center: www.fraiser.org/ccpa","Consumers may manage their data management preferences through Fraiser’s comprehensive privacy center: www.fraiser.org/ccpa","Fraiser’s data collection and management practices can be located by visiting www.fraiser.org/privacy-policy","01/28/2022"
"Komodo Health, Inc.","trust-and-safety [at] komodohealth.com","http://www.komodohealth.com","680 Folsom Street, 5th Floor, San Francisco, CA 94107, United States","Consumers may submit requests to opt-out of a ""sale"" here: https://www.komodohealth.com/do-not-sell-my-personal-information and may submit requests under the CCPA by calling 888-919-1959 or submitting an electronic request using the request submission form linked in our published privacy noticed located on our website at https://www.komodohealth.com/privacy-notice.","Komodo Health does not post information subject to Gov. Code sections 6208.1(b) or 6254.21(c)(1). However, a protected individual may nonetheless submit a request through the intake mechanisms made available in Komodo Health's published privacy notice located on our website at https://www.komodohealth.com/privacy-notice.","Komodo Health meets the definition of a “data broker” under California law only in the context of certain limited personal information related to the professional activities of health care professionals who reside in California. Komodo Health does not meet the definition of a “data broker” as it pertains to information about ""consumers"" generally. To learn more about our privacy practices, we invite you to visit our published privacy noticed located on our website at https://www.komodohealth.com/privacy-notice.","01/28/2022"
"iWave Information Systems Inc.","privacy [at] iwave.com","https://www.iwave.com/","2nd Level, Confederation Court Mall, 134 Kent Street, Charlottetown, PE C1A 8R8, Canada","Emailing privacy@iwave.com or using the webform available through the iWave Privacy Policy.","iWave does not publicly post information online. To exercise deletion rights, please view iWave’s Privacy Policy (https://www.iwave.com/privacy-policy/) and submit a verifiable consumer request by following the link and completing the webform or emailing us at privacy@iwave.com.  ","For further information about iWave's data practices, please visit iWave's Privacy Policy at https://www.iwave.com/privacy-policy/","01/31/2022"
"Social Catfish, LLC","david [at] socialcatfish.com","http://socialcatfish.com","38770 Sky Canyon Dr, STE A, Murrieta, CA 92563, United States","Information about your rights and how you may exercise them under the CCPA, including requests to opt-out of the sale of your information, may be found here: https://socialcatfish.com/faq/privacy/#ca-nv-privacy.","Individuals protected under Government Code Sections 6208.1(b) or 6254.21(c)(1) may demand deletion of their information using the link below. Please note that Social Catfish recommends that a protected individual enter all variation of their name to capture as many records as possible., , https://socialcatfish.com/opt-out/?id=request_optout","No information provided.","01/31/2022"
"Logiq, Inc","compliance [at] logiq.com","https://www.logiq.com","225 Thomas Ave N, c/o Logiq, Minneapolis, MN 55405, United States","Please email your requests to compliance@pushint.com, call us at (800) 916-5661, or submit a request through https://pushint.com/manage-my-data","Please email your requests to compliance@pushint.com, call us at (800) 916-5661, or submit a request through https://pushint.com/manage-my-data","We capture data from internally owned and operated websites under a variety of brands, and either provide the requested services to the customer, or distribute the data to a 3rd party to provide the required services with the customers permission.","01/31/2022"
"InsideView","privacy [at] insideview.com","http://www.insideview.com","680 Folsom, Suite 400, San Francisco, CA 94107, United States","Consumers may contact us at privacy@insideview.com or use the links on our privacy policy","Consumers may contact us at privacy@insideview.com or use the links on our privacy policy.","InsideView gathers its data, insights, and connections about business users from more than 40,000 sources and 400 million company and contact records, using multiple data gathering methodologies to take advantage of the strengths of each. The data is curated from many different types of media: news, specialty data vendors, social media, web, crowd-sourcing, and more. Our reputable sources include: Thomson Reuters, Capital IQ (a Standard & Poor’s Company), Equifax, Facebook, Twitter, InsideView user input, and many more., , Our Sources of Information, , InsideView collects information about individuals in business and companies from a variety of publicly available and other sources, such as company websites, company blogs, non-confidential corporate records or reports (for example SEC filings, commercial registers), press releases, news articles, magazines, social media sites, and other content published by or on behalf of a company or published by data brokers or third parties in accordance with their terms and conditions for the collection, disclosure and sharing of information., , InsideView also collects information about individuals and companies from government publications in accordance with their terms and conditions for the disclosure and sharing of information., , Finally, InsideView may also receive some information directly from the individual or company whose Profile is featured in our Database. Subscribers who know facts about a particular individual or company may contribute some information to our Database about that individual (name, title, email, phone, social profile link (Facebook and Twitter)) or company (name, URL, address, phone, industry, revenue, employee count) if they desire. This information provided is only used for the sole purpose of completing your request or for whatever reason it may have been provided. InsideView confirms where possible accuracy of information provided as described above by individuals, companies, subscribers and other third parties before it is added to the Database and Profiles.","01/31/2022"
"Geranium Data","privacy [at] geraniumdata.com","http://geraniumdata.com","651 N Broad St, Ste 205 #4103, Middletown, DE 19709, United States","Consumers may contact us at privacy@geraniumdata.com or use the links on our privacy policy pages.","Consumers may contact us at privacy@geraniumdata.com or use the links on our privacy policy pages.","The Geranium Data privacy policy is available here: https://geraniumdata.com/privacy-policy/","01/31/2022"
"ID5 Technology","privacy [at] id5.io","https://id5.io","5 Spring Garden Drive, Madison, NJ 07940, United States","A consumer may opt out of sale or submit requests under CCPA by following the applicable instructions in ID5's Platform Privacy Policy (https://www.id5.io/platform-privacy-policy/). ","ID5 does not publicly post or publicly display the types of personal information governed by those Gov. Code sections.  However, if an individual believes that ID5 has done so in violation of either of those sections, that individual may demand deletion of such information by emailing ID5 at privacy@id5.io.","See ID5's Platform Privacy Policy (https://www.id5.io/platform-privacy-policy/).","02/01/2022"
